Customer ID,Age,Gender,City,Subscription Type,Monthly Spending,Tenure,Number of Purchases,Customer Support Requests,Login Frequency,Last Activity Date,Satisfaction Score,Churn Status
CUST01201,55,Male,Jeffreymouth,Premium,233.54,94,130,18,11,2025-12-06,4,Yes
CUST01202,38,Male,North Amy,Standard,141.31,28,61,15,27,2025-11-15,5,Yes
CUST01203,24,Female,Lake Heatherland,Standard,818.35,32,59,15,23,2025-08-22,2,Yes
CUST01204,32,Male,West Michelle,Standard,1412.9,73,74,8,51,2025-12-15,5,No
CUST01205,30,Male,West Ashleyshire,Basic,723.56,61,6,10,0,2026-05-17,5,No
CUST01206,35,Male,Mendozaland,Premium,66.49,108,168,1,53,2025-07-05,1,Yes
CUST01207,71,Female,Jenniferborough,Standard,970.1,40,184,5,35,2025-10-05,10,No
CUST01208,46,Female,Monicaborough,Basic,346.48,7,160,2,16,2025-10-24,6,No
CUST01209,57,Female,South Alicia,Standard,170.53,32,76,6,11,2025-11-17,7,No
CUST01210,51,Male,Hernandezfort,Premium,1106.58,100,101,8,35,2025-10-21,1,No
CUST01211,51,Female,New Kyleshire,Standard,57.88,53,55,19,4,2025-09-19,7,Yes
CUST01212,63,Female,Kruegerside,Basic,1320.95,45,94,4,13,2025-10-28,6,Yes
CUST01213,64,Female,West Jonathan,Standard,697.62,41,72,6,8,2025-08-05,10,No
CUST01214,42,Female,East Taylor,Standard,1287.26,79,2,9,51,2025-10-24,6,Yes
CUST01215,35,Male,Lake Julietown,Premium,318.53,4,176,17,44,2025-08-30,4,Yes
CUST01216,52,Male,Meredithton,Standard,955.16,32,129,16,53,2025-08-12,7,No
CUST01217,32,Female,West Andrew,Basic,1754.89,35,130,5,56,2025-11-26,6,No
CUST01218,68,Female,Laratown,Standard,1157.87,44,120,4,16,2025-07-12,9,No
CUST01219,20,Female,North Joshuaview,Basic,317.53,80,132,1,21,2026-04-23,9,No
CUST01220,56,Female,Kevinstad,Basic,888.63,49,177,16,10,2025-07-15,2,No
CUST01221,48,Female,Sullivanchester,Standard,1182.15,90,16,4,13,2025-12-08,7,No
CUST01222,62,Female,New Nathan,Premium,1282.74,73,56,5,38,2026-06-16,7,No
CUST01223,73,Female,Michelleview,Basic,748.21,21,200,12,19,2026-03-22,9,No
CUST01224,21,Male,Knighttown,Basic,915.62,42,199,15,1,2026-06-05,5,Yes
CUST01225,62,Male,Jordanshire,Basic,449.09,83,16,14,50,2026-03-09,2,Yes
CUST01226,45,Male,South Stephaniehaven,Basic,1748.93,81,57,3,15,2025-12-08,3,Yes
CUST01227,47,Female,Karifort,Premium,298.72,44,102,2,19,2026-03-15,6,No
CUST01228,24,Female,South Jennifermouth,Basic,1457.26,24,28,3,30,2026-05-11,9,No
CUST01229,18,Female,North Kyle,Standard,1806.04,80,50,11,60,2025-07-28,5,No
CUST01230,41,Female,Toddmouth,Standard,1927.85,78,150,6,40,2026-04-17,2,No
CUST01231,72,Male,North Desireeberg,Standard,1724.27,18,26,11,30,2025-08-14,9,No
CUST01232,30,Male,New Gregorychester,Standard,374.96,12,195,15,2,2026-01-14,4,Yes
CUST01233,61,Male,Lake Kevin,Premium,195.25,75,58,5,45,2026-06-12,3,Yes
CUST01234,47,Male,New Justinton,Standard,1506.41,50,16,19,6,2025-12-12,7,No
CUST01235,58,Male,Wilkersonhaven,Standard,974.46,73,21,0,30,2025-12-13,10,No
CUST01236,53,Male,Adamsbury,Basic,1887.15,57,174,13,20,2025-12-11,8,No
CUST01237,62,Female,Stephenton,Basic,841.76,69,94,1,17,2025-12-01,9,No
CUST01238,75,Female,Samanthaberg,Standard,554.35,35,16,2,47,2025-08-20,5,No
CUST01239,18,Female,North Cheryl,Premium,1598.13,10,42,12,32,2026-05-28,9,No
CUST01240,56,Male,West Alexander,Premium,77.99,20,47,6,22,2025-10-25,1,Yes
CUST01241,43,Male,New Ronaldhaven,Basic,1734.35,97,184,11,46,2025-08-04,1,Yes
CUST01242,73,Male,West Jeremy,Premium,1706.52,87,148,14,2,2025-10-10,7,No
CUST01243,30,Male,East Kyle,Basic,192.03,86,35,6,36,2026-03-11,3,No
CUST01244,61,Male,Briannamouth,Premium,236.55,29,197,15,36,2026-04-20,10,Yes
CUST01245,18,Male,Stephanieland,Basic,264.1,39,8,6,4,2026-05-25,1,Yes
CUST01246,54,Male,Cortezchester,Basic,865.69,92,12,8,21,2026-01-03,7,No
CUST01247,51,Male,Nicholastown,Basic,855.42,101,15,17,35,2026-03-28,5,No
CUST01248,55,Female,Port Kathrynhaven,Basic,676.39,11,43,13,15,2026-06-14,3,No
CUST01249,23,Male,Port Elaineberg,Basic,392.5,42,171,5,16,2025-06-29,8,No
CUST01250,69,Female,West Kristy,Standard,1753.42,12,193,9,16,2025-12-22,2,Yes
CUST01251,55,Female,Port Kathy,Basic,1194.71,59,21,4,35,2025-08-22,9,Yes
CUST01252,56,Male,Harrisview,Premium,1463.24,112,92,13,21,2025-10-03,9,No
CUST01253,35,Male,North Annaburgh,Basic,124.86,91,154,19,3,2026-02-10,6,No
CUST01254,44,Female,Melissaville,Standard,1038.38,40,16,7,7,2026-03-03,3,Yes
CUST01255,24,Female,East Debbieborough,Basic,1057.56,113,14,9,38,2025-06-29,8,No
CUST01256,21,Male,Katherineville,Premium,1506.97,36,192,18,13,2026-01-12,1,No
CUST01257,22,Male,North John,Standard,166.67,108,54,10,5,2026-03-16,8,No
CUST01258,21,Female,North Kyle,Premium,648.14,55,141,4,32,2025-12-26,7,No
CUST01259,35,Male,Thomasshire,Standard,1739.87,16,184,1,58,2025-07-18,3,Yes
CUST01260,67,Male,Dixonbury,Premium,44.18,106,35,5,17,2025-10-31,10,No
CUST01261,51,Male,South Malloryfort,Premium,1844.26,75,11,16,8,2026-05-03,3,Yes
CUST01262,34,Male,New Tammy,Premium,1694.98,19,114,16,13,2026-01-10,10,Yes
CUST01263,31,Female,Foxshire,Premium,534.23,1,15,4,54,2025-08-12,5,No
CUST01264,18,Female,Cooperville,Premium,1026.3,16,155,16,24,2025-12-05,1,No
CUST01265,59,Male,West Daniel,Standard,1912.23,116,128,15,7,2025-06-21,5,No
CUST01266,46,Female,Donnamouth,Premium,1097.59,110,170,7,58,2025-11-21,6,No
CUST01267,33,Male,Tammyhaven,Premium,1517.98,62,62,6,22,2026-03-16,10,No
CUST01268,54,Female,West Stevenberg,Basic,1162.35,36,20,1,59,2025-07-21,6,Yes
CUST01269,38,Female,Snyderville,Standard,204.57,41,23,10,27,2025-08-24,9,No
CUST01270,74,Male,Davidbury,Standard,1380.19,119,169,14,42,2025-08-27,10,Yes
CUST01271,63,Male,North Adamborough,Standard,1203.85,35,89,0,42,2026-05-17,9,Yes
CUST01272,37,Female,Tinaborough,Premium,450.55,91,13,15,36,2025-10-13,10,No
CUST01273,31,Male,Bauerchester,Basic,401.36,51,50,19,47,2025-07-31,1,No
CUST01274,21,Female,South Donnafort,Basic,1128.24,88,22,13,21,2025-10-16,9,Yes
CUST01275,57,Male,Hallshire,Premium,1209.7,91,85,5,8,2026-05-14,1,No
CUST01276,65,Male,Rickyburgh,Standard,348.14,69,114,14,44,2026-01-10,10,No
CUST01277,57,Female,Joseport,Basic,1227.33,78,93,0,26,2025-08-08,5,No
CUST01278,19,Male,East John,Premium,177.46,58,129,4,33,2025-11-15,2,Yes
CUST01279,55,Male,Espinozaland,Premium,1004.23,92,60,10,12,2026-05-05,10,No
CUST01280,57,Male,Watsonhaven,Premium,962.08,55,21,20,43,2026-02-01,3,Yes
CUST01281,45,Male,New Kristin,Premium,1044.2,58,185,15,48,2026-05-18,1,Yes
CUST01282,39,Female,West Rhonda,Premium,1206.8,40,191,4,30,2026-05-20,2,No
CUST01283,41,Female,Angelafort,Basic,112.5,29,119,17,51,2026-02-25,4,No
CUST01284,21,Male,Colleenshire,Standard,285.2,29,117,12,8,2025-11-21,8,No
CUST01285,35,Female,Greeneborough,Basic,1952.07,13,124,7,31,2025-09-14,4,Yes
CUST01286,67,Male,West Ginatown,Premium,1732.16,73,166,1,33,2026-02-13,6,No
CUST01287,63,Male,East Wesley,Standard,614.43,117,0,17,28,2025-09-25,3,No
CUST01288,40,Female,East Johnville,Standard,981.11,38,149,16,53,2025-07-25,3,No
CUST01289,34,Male,Hendersonfurt,Basic,1145.89,3,3,19,8,2025-07-19,5,No
CUST01290,47,Female,Yateston,Premium,876.21,77,128,15,9,2025-11-24,9,Yes
CUST01291,70,Female,Kathyton,Standard,84.99,88,171,15,41,2026-06-15,8,No
CUST01292,63,Female,Hoffmanland,Basic,289.99,110,21,17,47,2026-04-06,6,No
CUST01293,51,Male,Patricktown,Basic,1415.49,109,34,6,30,2025-09-11,1,No
CUST01294,25,Male,Kennethfurt,Basic,1922.37,97,33,8,11,2025-12-04,9,No
CUST01295,25,Male,North Katherinefurt,Basic,770.56,119,6,10,44,2026-03-18,10,No
CUST01296,68,Male,South Christine,Basic,931.95,114,108,11,39,2026-05-30,4,No
CUST01297,31,Female,South Jamesville,Standard,1703.24,31,78,19,50,2026-03-19,7,No
CUST01298,61,Female,Anitaburgh,Standard,284.04,26,168,8,10,2025-11-15,8,No
CUST01299,21,Male,Lake Matthewfurt,Premium,1477.95,19,182,2,27,2025-11-26,3,No
CUST01300,43,Male,North Marcview,Premium,1443.98,82,74,12,0,2025-06-22,10,No
CUST01301,47,Female,Danielleview,Basic,1760.66,56,85,13,58,2025-08-23,4,No
CUST01302,53,Male,North Rebeccatown,Basic,189.77,8,45,11,51,2026-02-16,1,No
CUST01303,45,Female,Limouth,Standard,1138.46,18,1,7,22,2025-10-24,7,No
CUST01304,64,Male,East Allisonberg,Basic,724.17,25,60,14,23,2026-01-21,10,No
CUST01305,41,Male,North Miranda,Basic,1936.16,112,94,2,46,2026-04-29,5,No
CUST01306,60,Female,Davidchester,Basic,599.99,16,78,8,37,2026-02-15,2,Yes
CUST01307,43,Male,Judyshire,Basic,869.82,38,158,13,33,2026-06-03,5,Yes
CUST01308,68,Male,West Chelseyview,Premium,1576.62,41,49,20,13,2026-06-20,3,No
CUST01309,41,Male,Patelchester,Basic,1294.27,23,137,5,17,2025-12-13,8,No
CUST01310,23,Female,Richardshire,Premium,889.44,90,114,10,13,2025-08-19,10,Yes
CUST01311,45,Female,Newtontown,Basic,289.47,65,160,14,48,2025-07-29,10,No
CUST01312,27,Female,Sharonshire,Standard,1617.39,108,94,20,5,2026-05-22,6,No
CUST01313,67,Male,Morrisshire,Standard,1941.22,67,50,12,4,2025-07-24,9,No
CUST01314,72,Male,Shawnberg,Premium,188.42,29,95,4,52,2026-04-11,6,No
CUST01315,66,Male,West Carolyn,Standard,1201.07,113,25,6,3,2025-07-29,5,No
CUST01316,42,Male,South Victorberg,Basic,173.46,27,185,1,37,2026-04-21,1,Yes
CUST01317,43,Male,Shelbyton,Standard,1364.29,55,66,7,53,2026-02-25,3,Yes
CUST01318,32,Male,Port Jacksonland,Standard,1361.3,3,54,2,44,2025-09-03,6,No
CUST01319,70,Female,Kevinside,Basic,1766.78,37,77,15,34,2026-05-07,9,Yes
CUST01320,42,Female,Port Michelleside,Basic,1357.53,89,165,0,3,2025-12-29,6,Yes
CUST01321,38,Female,Lake Samanthaview,Standard,643.82,12,8,17,9,2025-10-21,3,Yes
CUST01322,36,Female,North Gerald,Standard,1701.51,67,91,0,2,2025-12-06,7,No
CUST01323,67,Female,Lawrencebury,Standard,1504.18,7,161,8,29,2026-01-23,9,No
CUST01324,32,Male,Kristenstad,Premium,1012.08,64,156,20,12,2025-12-26,10,Yes
CUST01325,59,Male,West Paulhaven,Premium,801.85,66,56,15,25,2025-11-28,5,No
CUST01326,29,Male,New Katelynborough,Standard,72.08,6,26,8,28,2026-04-12,1,No
CUST01327,19,Female,New Suzanne,Basic,1416.83,39,131,7,2,2025-10-20,3,Yes
CUST01328,20,Female,North Corymouth,Premium,1318.42,42,79,16,49,2026-05-14,8,Yes
CUST01329,54,Female,Crystalport,Basic,117.4,38,23,7,50,2026-02-09,1,Yes
CUST01330,28,Female,West Frankbury,Standard,401.26,83,13,7,30,2026-04-16,6,No
CUST01331,23,Female,Williamsburgh,Standard,1665.82,3,101,6,19,2025-12-17,6,Yes
CUST01332,46,Male,Lake Frederick,Standard,397.74,17,150,2,23,2026-03-26,8,No
CUST01333,34,Female,Millerville,Basic,977.82,21,69,1,41,2025-09-29,4,No
CUST01334,37,Male,West Jennifer,Standard,1216.15,21,100,6,45,2025-12-28,6,Yes
CUST01335,26,Male,Lake Jose,Premium,720.83,45,11,4,43,2026-05-12,7,No
CUST01336,45,Male,East Meganland,Standard,265.91,102,107,0,39,2025-07-25,3,Yes
CUST01337,27,Male,Lake Thomasview,Premium,1957.55,103,97,10,36,2026-02-28,8,No
CUST01338,58,Female,East Kelli,Basic,956.49,38,43,17,32,2026-03-16,3,Yes
CUST01339,62,Female,Haneyshire,Premium,764.28,25,94,7,13,2025-10-11,6,No
CUST01340,35,Female,Port Danielville,Standard,700.48,16,86,19,18,2026-05-06,4,Yes
CUST01341,24,Female,Jessicamouth,Premium,757.02,4,23,6,57,2026-06-19,6,No
CUST01342,73,Male,North William,Standard,1431.67,65,19,15,44,2025-12-11,3,Yes
CUST01343,22,Female,North Glen,Basic,1051.25,85,24,7,57,2025-10-15,8,No
CUST01344,27,Male,Deborahtown,Basic,1202.63,67,84,7,2,2026-06-13,8,Yes
CUST01345,19,Male,North Jamesview,Standard,1036.5,78,44,7,21,2025-11-21,4,No
CUST01346,66,Female,North Angelatown,Standard,900.3,12,199,12,21,2025-12-16,10,No
CUST01347,64,Male,Katherineberg,Standard,1987.22,55,142,20,14,2025-12-30,4,Yes
CUST01348,48,Male,East Tyler,Standard,1317.19,15,157,10,28,2026-04-07,5,Yes
CUST01349,31,Female,South Ericfort,Basic,1317.32,57,90,10,46,2025-12-04,10,No
CUST01350,45,Male,West Taylorland,Basic,1954.55,105,104,11,43,2025-08-19,7,Yes
CUST01351,49,Male,Russostad,Standard,83.0,28,44,17,23,2025-11-16,9,No
CUST01352,73,Female,Raymondville,Basic,554.42,46,153,20,51,2025-10-04,4,No
CUST01353,36,Female,South Peggy,Premium,1697.83,51,157,14,25,2025-11-26,5,Yes
CUST01354,54,Female,Heatherside,Premium,1383.87,95,192,13,55,2026-02-01,6,Yes
CUST01355,70,Male,Port Charles,Basic,1523.63,32,78,5,1,2025-08-11,6,No
CUST01356,37,Male,Erintown,Basic,1091.8,120,161,2,51,2025-07-19,10,No
CUST01357,50,Male,Smithtown,Basic,582.65,24,188,17,55,2026-01-07,10,No
CUST01358,75,Female,South Miranda,Standard,1960.3,100,85,15,13,2025-09-04,3,Yes
CUST01359,20,Male,East Julie,Basic,1735.02,39,1,10,18,2025-08-13,6,No
CUST01360,26,Male,Peterhaven,Standard,108.8,112,104,20,49,2026-03-07,3,Yes
CUST01361,66,Female,Robertborough,Basic,593.04,30,106,4,36,2025-09-30,10,No
CUST01362,42,Female,Donnastad,Premium,599.31,93,147,19,55,2026-01-11,1,Yes
CUST01363,20,Male,Englishshire,Basic,1571.37,89,129,12,7,2026-01-07,8,No
CUST01364,59,Male,Johnchester,Standard,365.77,87,189,8,0,2026-04-02,6,Yes
CUST01365,23,Female,Romeromouth,Basic,1934.74,111,19,12,60,2025-10-03,8,No
CUST01366,36,Male,Arianaview,Basic,693.95,72,156,12,3,2025-06-24,5,Yes
CUST01367,49,Female,Port Jamie,Standard,128.26,78,112,16,6,2025-07-24,6,No
CUST01368,51,Female,Gillland,Standard,519.67,11,69,12,38,2026-06-05,5,No
CUST01369,51,Male,Rachelberg,Basic,1897.3,25,86,13,18,2025-11-08,8,No
CUST01370,63,Female,Port Markberg,Premium,373.23,56,97,3,59,2025-08-18,3,Yes
CUST01371,67,Male,Lake Melissafurt,Basic,1276.86,12,173,17,30,2025-12-22,1,Yes
CUST01372,35,Male,New Juliafurt,Standard,1295.84,76,195,11,8,2025-08-13,3,Yes
CUST01373,65,Male,North Nicholas,Standard,1476.71,28,172,7,54,2026-04-01,10,No
CUST01374,23,Female,Fergusonview,Premium,910.94,47,70,19,12,2025-09-07,2,Yes
CUST01375,58,Male,Huntfort,Standard,805.08,87,142,18,48,2026-02-20,5,No
CUST01376,68,Female,Lake Tiffanyton,Basic,679.84,50,138,8,37,2025-07-15,6,No
CUST01377,18,Female,Greeneshire,Basic,1129.19,6,182,5,31,2025-11-10,1,Yes
CUST01378,18,Female,Williamston,Basic,358.85,78,148,18,50,2025-09-06,4,No
CUST01379,60,Female,Anthonyton,Standard,1443.09,120,6,12,40,2025-10-24,5,Yes
CUST01380,41,Male,Kristenton,Basic,1443.66,62,110,0,43,2025-09-30,5,No
CUST01381,70,Female,Taylorbury,Basic,1128.79,73,16,14,21,2025-12-19,4,Yes
CUST01382,47,Male,Davisview,Basic,753.86,57,100,6,8,2026-01-02,6,No
CUST01383,55,Female,Thompsonton,Basic,194.69,2,33,16,32,2026-04-03,9,Yes
CUST01384,34,Male,Sierrafurt,Premium,1390.31,17,61,15,1,2025-11-11,10,No
CUST01385,54,Female,Tiffanyshire,Basic,1915.77,23,90,5,58,2025-08-03,1,No
CUST01386,47,Female,Transide,Basic,121.86,7,165,15,12,2026-02-02,6,No
CUST01387,70,Female,Russochester,Basic,610.84,103,7,18,18,2025-10-30,10,No
CUST01388,49,Female,Lake Ronald,Standard,219.3,47,192,7,7,2026-01-08,7,No
CUST01389,32,Male,Mackfort,Premium,1605.53,4,7,14,42,2026-05-21,4,No
CUST01390,40,Female,Ashleychester,Premium,1868.91,106,112,17,9,2026-06-02,5,Yes
CUST01391,56,Male,Nathanport,Standard,1798.37,119,151,20,57,2026-04-28,10,No
CUST01392,58,Male,Clarkside,Basic,568.55,82,85,14,8,2026-05-27,6,Yes
CUST01393,47,Female,North Maureenshire,Premium,966.03,29,30,14,47,2025-08-30,5,No
CUST01394,52,Female,Shawnchester,Premium,1880.84,71,196,5,40,2025-09-07,5,Yes
CUST01395,65,Male,West Petermouth,Standard,306.48,114,9,16,18,2026-01-20,7,No
CUST01396,20,Male,Elizabethtown,Standard,1891.24,25,106,5,4,2026-05-08,1,Yes
CUST01397,59,Male,West Richardbury,Premium,1098.86,27,156,13,0,2025-12-02,9,Yes
CUST01398,18,Female,Mcbridebury,Premium,1746.39,47,168,6,53,2026-05-06,6,Yes
CUST01399,38,Female,Daviston,Basic,346.98,37,87,17,29,2025-12-11,9,Yes
CUST01400,29,Male,East Tylerberg,Basic,1333.49,28,168,20,14,2025-09-13,10,No
CUST01401,41,Male,Jenkinsstad,Basic,790.15,32,163,12,31,2026-05-14,10,No
CUST01402,49,Female,Andrewborough,Standard,1100.58,13,137,13,55,2025-07-14,6,Yes
CUST01403,70,Female,East William,Basic,1564.86,19,40,13,14,2026-01-14,9,No
CUST01404,26,Male,Tiffanyshire,Standard,1309.97,118,53,0,53,2025-10-06,9,No
CUST01405,65,Male,Knightborough,Standard,1568.92,61,107,4,23,2025-07-12,5,No
CUST01406,25,Male,Hudsonchester,Basic,446.46,28,129,14,2,2025-11-18,8,No
CUST01407,45,Female,New Shelbyland,Premium,1451.65,36,12,2,6,2026-02-11,2,Yes
CUST01408,31,Male,East Dawn,Premium,364.85,109,100,14,58,2026-03-16,1,Yes
CUST01409,53,Male,Stacychester,Standard,1908.48,69,80,4,5,2025-09-24,7,No
CUST01410,46,Male,New Melissa,Standard,799.86,77,189,17,1,2026-01-22,9,Yes
CUST01411,30,Male,Hermanshire,Basic,31.57,85,181,4,34,2025-06-21,5,No
CUST01412,42,Male,Lucaston,Basic,617.99,28,16,6,48,2025-07-25,1,No
CUST01413,33,Male,Lake Roy,Premium,1519.98,104,51,13,5,2026-06-14,10,No
CUST01414,44,Male,Port Nathan,Basic,1575.99,62,14,16,2,2025-12-15,3,Yes
CUST01415,45,Male,Ellisview,Premium,1380.17,71,8,8,36,2026-06-17,6,Yes
CUST01416,51,Male,Lawsonfurt,Basic,1929.68,46,70,11,11,2025-09-08,3,Yes
CUST01417,43,Male,West Thomaschester,Standard,1534.38,100,110,6,41,2026-02-19,5,No
CUST01418,28,Female,Mortonville,Standard,996.27,6,195,2,31,2025-10-19,8,No
CUST01419,63,Male,Terriville,Basic,135.76,16,34,15,31,2025-12-02,2,Yes
CUST01420,29,Male,Seanville,Basic,688.23,85,21,20,34,2026-05-22,6,Yes
CUST01421,60,Male,Ryanmouth,Basic,1963.54,107,3,12,52,2026-05-13,6,No
CUST01422,29,Male,Port Michael,Premium,817.5,8,42,0,58,2026-05-21,5,No
CUST01423,50,Female,Nancyview,Premium,1137.39,78,93,3,49,2025-10-16,5,No
CUST01424,47,Male,South Randyburgh,Premium,1324.11,19,79,7,21,2026-02-03,2,No
CUST01425,64,Male,North Martinland,Standard,1715.72,91,18,3,38,2026-06-06,6,No
CUST01426,67,Female,West Julie,Basic,1347.95,101,45,12,8,2026-05-04,7,No
CUST01427,53,Male,Port Shawnchester,Basic,1079.45,82,120,8,27,2026-04-30,3,Yes
CUST01428,32,Female,New Sarah,Basic,1354.98,19,118,2,12,2026-04-20,8,No
CUST01429,53,Male,Davisfurt,Standard,1891.29,69,150,11,23,2025-06-23,3,No
CUST01430,26,Male,West Vanessahaven,Standard,1127.5,85,129,10,27,2025-12-03,10,No
CUST01431,54,Male,Sheilastad,Premium,15.79,116,23,19,37,2025-12-03,8,No
CUST01432,60,Male,Lake Andreaberg,Standard,528.15,56,200,7,37,2025-12-08,5,No
CUST01433,26,Female,South Phillipville,Basic,974.69,55,166,18,8,2025-08-21,6,No
CUST01434,35,Female,Jaredbury,Basic,1777.82,81,112,7,50,2026-02-26,4,No
CUST01435,39,Male,Brownburgh,Basic,1168.38,29,27,2,43,2025-08-17,1,No
CUST01436,19,Male,Harperfort,Basic,1468.99,71,184,0,54,2025-10-28,4,Yes
CUST01437,34,Female,Sawyerside,Standard,881.2,22,86,19,18,2026-01-22,4,No
CUST01438,40,Female,Hernandezfort,Premium,63.31,67,90,18,2,2025-11-10,8,Yes
CUST01439,66,Male,Port Sharonmouth,Basic,1928.21,62,65,16,56,2025-07-22,8,No
CUST01440,71,Female,Melissafurt,Basic,1717.51,17,116,20,41,2026-01-04,2,Yes
CUST01441,37,Female,New Jeffrey,Basic,1753.59,59,164,0,47,2026-05-14,9,No
CUST01442,44,Female,Josephland,Standard,1947.32,106,37,15,34,2025-08-18,9,No
CUST01443,74,Female,West Jill,Premium,1147.75,22,65,0,33,2025-12-28,4,No
CUST01444,24,Male,Kevinberg,Premium,1259.81,46,74,2,3,2026-01-01,4,No
CUST01445,50,Male,New Tammyton,Basic,529.29,47,133,4,46,2025-09-12,3,No
CUST01446,64,Female,Danielmouth,Standard,38.39,42,68,1,13,2026-04-08,3,No
CUST01447,35,Female,East David,Basic,1094.91,97,164,20,7,2026-03-11,1,No
CUST01448,44,Male,East Cherylport,Standard,1257.97,44,86,11,11,2025-08-14,1,Yes
CUST01449,29,Male,Port Paul,Premium,260.03,30,109,15,30,2025-12-17,4,Yes
CUST01450,61,Male,Ericbury,Standard,1658.09,60,89,5,45,2025-10-06,9,No
CUST01451,65,Female,Johntown,Standard,562.83,12,136,14,11,2025-12-16,10,No
CUST01452,41,Male,South Paige,Premium,1909.38,67,130,4,7,2026-01-24,2,No
CUST01453,36,Male,Leontown,Standard,1173.3,118,12,18,38,2026-02-22,1,No
CUST01454,56,Female,Montesberg,Premium,1646.81,63,18,12,57,2025-07-18,3,Yes
CUST01455,43,Female,New Jennifershire,Basic,1046.7,7,38,20,52,2025-07-08,9,Yes
CUST01456,28,Female,Allisonshire,Basic,1627.9,116,48,15,52,2026-04-04,3,Yes
CUST01457,71,Male,Simpsonport,Basic,1549.5,31,168,18,42,2026-04-26,10,No
CUST01458,59,Male,Mindymouth,Premium,1830.33,71,197,10,13,2025-11-25,7,No
CUST01459,25,Female,New Timothystad,Premium,1318.28,43,17,20,9,2025-07-23,2,Yes
CUST01460,27,Female,Mckaybury,Standard,1934.39,43,10,1,11,2026-01-26,4,No
CUST01461,55,Female,Toddfurt,Standard,1576.49,65,183,17,28,2026-02-12,8,No
CUST01462,60,Male,Hardingberg,Standard,1451.86,112,37,11,26,2025-09-10,7,No
CUST01463,73,Female,Hayleytown,Standard,1224.41,42,83,20,20,2025-12-19,8,No
CUST01464,21,Female,Allenville,Premium,141.95,43,117,6,40,2026-06-10,10,No
CUST01465,24,Male,Michaelland,Standard,595.63,50,49,1,5,2026-02-08,8,No
CUST01466,58,Male,Kathrynborough,Basic,919.44,13,165,12,33,2025-09-10,7,No
CUST01467,35,Male,Port Luis,Premium,1282.88,29,179,16,4,2025-11-06,8,No
CUST01468,37,Female,North Derrickton,Premium,1490.76,100,200,9,48,2026-01-22,9,No
CUST01469,63,Male,South Rebeccastad,Standard,1053.25,85,39,6,12,2026-02-02,7,No
CUST01470,70,Male,Jenkinsmouth,Premium,818.55,48,102,9,12,2026-05-20,1,No
CUST01471,32,Male,South Katherineview,Standard,497.61,100,64,2,10,2026-03-01,6,No
CUST01472,31,Male,Spencertown,Basic,1336.14,28,143,5,53,2025-09-19,8,No
CUST01473,45,Male,Hannahview,Basic,392.75,111,64,10,28,2025-09-14,9,No
CUST01474,65,Female,Nguyenport,Standard,339.7,35,192,5,38,2026-01-06,8,No
CUST01475,44,Female,New Christine,Standard,799.4,65,62,10,43,2026-04-26,4,Yes
CUST01476,60,Male,Lake Jeanton,Standard,677.85,113,37,15,27,2026-05-31,3,No
CUST01477,35,Female,East Frederickmouth,Standard,1038.62,75,11,1,12,2026-05-16,6,Yes
CUST01478,29,Female,Port Donaldmouth,Premium,1797.14,115,8,12,44,2025-07-21,2,No
CUST01479,58,Female,West Sarahton,Premium,486.12,91,86,14,56,2025-08-22,5,No
CUST01480,65,Male,South Ginaside,Basic,1669.78,3,58,20,27,2025-10-14,4,Yes
CUST01481,53,Female,Kristinview,Premium,1405.94,119,186,14,0,2026-03-02,6,Yes
CUST01482,66,Female,Deannamouth,Standard,1092.52,76,160,16,32,2026-01-14,5,No
CUST01483,18,Female,Colleenmouth,Standard,1034.65,7,98,1,37,2026-04-06,5,Yes
CUST01484,36,Female,Port Johnfurt,Standard,560.85,40,103,2,52,2026-04-25,2,Yes
CUST01485,32,Male,Robinton,Basic,1843.73,118,134,4,35,2026-06-01,10,No
CUST01486,75,Female,Lake Matthewstad,Basic,1804.66,110,112,19,32,2025-08-12,10,Yes
CUST01487,58,Male,Lake Eduardoburgh,Basic,1172.5,28,119,13,2,2025-09-27,7,No
CUST01488,44,Male,West Jeff,Premium,645.26,5,67,5,19,2025-08-17,2,Yes
CUST01489,59,Female,East Rebecca,Basic,996.33,108,62,3,19,2026-04-02,10,No
CUST01490,65,Female,Carolville,Basic,1134.34,30,63,13,50,2025-07-27,2,Yes
CUST01491,71,Female,East Taraville,Basic,1345.59,28,165,16,54,2025-07-07,1,Yes
CUST01492,54,Female,Reyesberg,Basic,1297.9,25,116,6,44,2025-12-18,3,No
CUST01493,68,Female,Adamfort,Premium,352.07,114,14,11,37,2025-08-10,9,No
CUST01494,27,Female,Barkerbury,Premium,204.37,114,7,20,21,2025-09-09,3,No
CUST01495,43,Female,South Davidland,Standard,1558.31,72,193,5,21,2025-10-31,3,No
CUST01496,62,Male,Deniseville,Standard,940.86,112,64,19,26,2025-11-11,8,Yes
CUST01497,62,Male,Lake Scott,Basic,838.38,27,56,11,52,2025-08-29,5,No
CUST01498,55,Male,Dianeshire,Basic,734.06,92,159,14,58,2026-03-24,8,No
CUST01499,32,Female,South Anthony,Premium,1067.62,70,99,15,7,2026-02-19,7,Yes
CUST01500,20,Male,East Stephanie,Premium,316.15,70,123,8,4,2025-12-19,2,No
